id;id_ex;siret;rup_mi;gestion;date_creat;date_decla;date_publi;date_disso;nature;groupement;titre;titre_court;objet;objet_social1;objet_social2;adrs_complement;adrs_numvoie;adrs_repetition;adrs_typevoie;adrs_libvoie;adrs_distrib;adrs_codeinsee;adrs_codepostal;adrs_libcommune;adrg_declarant;adrg_complemid;adrg_complemgeo;adrg_libvoie;adrg_distrib;adrg_codepostal;adrg_achemine;adrg_pays;dir_civilite;siteweb;publiweb;observation;position;maj_time
"W2B2001691";"02B1002686";"";"";"2B2P";"1991-03-20";"2011-02-18";"1991-04-17";"2011-01-18";"D";"S";"MAISON DES LYCÉENS DU LYCÉE FRED SCAMARONI";"MAISON DES LYCEENS DU LYCEE FRED SC...";"promouvoir, coordonner et animer les activites culturelles, educa-tives et sportives de l'etablissement.";"015065";"000000";"Lycée Professionnel Fred Scamaroni";"";"";"";"";"_";"2B033";"20600";"Bastia";"";"MAISON DES LYCÉENS";"LYCÉE PROFESSIONNEL FRED SCAMARONI";"AVENUE DE LA 4ÈME DMM";"";"20600";"BASTIA";"FRANCE";"PM";"";"0";"reprise auto => date publication création au JO à vérifier";"D";"2011-03-10 14:31:24"
"W2B2001692";"";"";"";"2B2P";"2011-02-17";"2011-02-17";"2011-03-05";"0001-01-01";"D";"S";"QUINDECI";"QUINDECI";"organisation de manifestations diverses afin de financer des voyages et des échanges rugbystiques";"011080";"000000";"";"";"";"";"Immeuble ""Le Lori""";"_Ficabruna";"2B037";"20620";"Biguglia";"";"";"";"Immeuble ""Le Lori""";"Ficabruna";"20620";"Biguglia";"FRANCE";"PM";"";"0";"";"A";"2011-03-09 13:40:24"
"W2B2001693";"";"";"";"2B2P";"2011-02-15";"2011-02-15";"2011-03-05";"0001-01-01";"D";"S";"I BATELLUCCI";"I BATELLUCCI";"assurer une animation de la plage de Lavasina durant la saison estivale, par la mise à disposition d'engins nautiques non motorisés";"011095";"000000";"Maison Vincent Valery";"";"";"";"";"_Lavasina";"2B043";"20222";"Brando";"";"Maison Vincent Valery";"";"";"Lavasina";"20222";"Brando";"FRANCE";"PF";"";"0";"";"A";"2011-03-09 13:40:08"
"W2B2001694";"";"";"";"2B2P";"2011-02-16";"2020-06-16";"2011-03-05";"2020-05-25";"D";"S";"ASSOCIATION CELT'IN CORSICA";"ASSOCIATION CELT'IN CORSICA";"organisation et promotion de spectacles de musique en rapport avec la Celtie sous toutes ses formes, et plus généralement la mise en valeur, la vente et la promotion de tous types de produits et prestations en reapport avec la culture celte associée à la culture corse";"006030";"000000";"Mairie de Santa Maria Poggio";"";"";"";"Port de Taverna";"_";"2B311";"20221";"Santa-Maria-Poggio";"";"Mairie de Santa Maria Poggio";"";"Port de Taverna";"";"20221";"Santa-Maria-Poggio";"FRANCE";"PM";"";"0";"";"D";"2020-06-19 10:34:09"
"W2B2001695";"02B1000977";"";"";"2B2P";"1977-04-20";"2017-03-13";"1977-04-29";"0001-01-01";"D";"S";"FOYER DU NEBBIU";"FOYER DU NEBBIU";"mettre a la disposition de tous des loisirs et des activites.";"009000";"000000";"";"";"";"RTE";"de la Cathédrale";"_";"2B298";"20217";"Saint-Florent";"";"";"";"route de la Cathédrale";"";"20217";"ST FLORENT";"FRANCE";"TM";"";"0";"Reprise auto =>  date publication création au JO à vérifier";"A";"2017-09-12 20:00:09"
"W2B2001696";"";"";"";"2B2P";"2011-02-22";"2011-02-22";"2011-03-05";"0001-01-01";"D";"S";"LA BATOOK - PERCUSSIONS BASTIAISES";"LA BATOOK - PERCUSSIONS BASTIAISES";"création et diffusion de spectacles artistiques";"006000";"000000";"Bat A12";"";"";"LOG";"de Montesoro";"_";"2B033";"20600";"Bastia";"";"";"";"Bt A12  logis de Montesoro";"";"20600";"Bastia";"FRANCE";"PF";"";"0";"";"A";"2011-03-10 14:31:24"
"W2B2001697";"";"";"";"2B2P";"2011-02-23";"2013-04-30";"2011-03-05";"0001-01-01";"D";"S";"INFERNU";"INFERNU";"mise en valeur du site du Pont de l'Enfer, sur la commune de Velone Orneto (Haute-Corse), ce qui comprend : développement d'une activité de petite restauration, notamment pendant la période estivale; intervention d'accompagnateurs et animateurs pour des randonnées pédestres permettant la découverte de la vallée du Petrignani; des sorties à cheval; découverte de la rivière et de la faune aquatique; mise en place de toutes activités sportives et culturelles";"022000";"000000";"";"";"";"HAME1";"de Carbonaccia";"_";"2B340";"20230";"Velone-Orneto";"";"";"";"hameau de Carbonaccia";"";"20230";"Velone-Orneto";"FRANCE";"PM";"";"0";"";"A";"2013-06-12 09:08:11"
"W2B2001698";"";"";"";"2B2P";"2011-02-22";"2011-02-22";"2011-03-05";"0001-01-01";"D";"S";"ASSOCIATION BIGUGLIAISE LES SECRETS DE LA PEINTURE A L'HUILE";"ASSOCIATION BIGUGLIAISE LES SECRETS...";"donner des cours d'apprentissage de peinture à l'huile et de dessin, faire découvrir les techniques et résultats de cet art au travers également de la mise en place de stages, d'expositions des travaux de l'année, de sorties culturelles telles que visites d'exposition et de musées, de l'organisation de manifestations à dominante culturelle et artistique et de rencontres multi culturelles et multi générationnelles";"006090";"000000";"Route Impériale";"";"";"RES";"Paese Novu";"_Bat Y1-Porte 12";"2B033";"20600";"Bastia";"";"";"";"résidence Paese Novu Bt Y1";"Rte Impériale";"20600";"Bastia";"FRANCE";"PF";"";"0";"";"A";"2011-03-10 14:31:24"
"W2B2001699";"";"";"";"2B2P";"2011-02-22";"2011-02-22";"2011-03-05";"0001-01-01";"D";"S";"ASSOCIATION DES OPHTAMOLOGISTES HOSPITALIERS DE BASTIA";"ASSOCIATION DES OPHTAMOLOGISTES HOS...";"promouvoir la formation post universitaire des ophtalmologistes hospitaliers bastiais";"017000";"000000";"Hôpital de Falconaja";"";"";"RTE";"Royale";"_";"2B033";"20600";"Bastia";"";"49 Lotissement le Stagnu";"";"";"";"20290";"BORGO";"FRANCE";"PM";"";"0";"";"A";"2011-03-10 14:31:24"
"W2B2001700";"";"";"";"2B2P";"2011-02-22";"2011-02-22";"2011-03-05";"0001-01-01";"D";"S";"BABOUM";"BABOUM";"améliorer, égayer le séjour de l'enfant hospitalisé (jouets, animations, vêtements, décoration, accessoires de puériculture)";"017055";"000000";"";"Bt A";"";"RES";"le Florence";"_";"2B353";"20200";"Ville-di-Pietrabugno";"";"";"";"Bt A  résidence le Florence";"";"20200";"Ville-di-Pietrabugno";"FRANCE";"PF";"";"0";"";"A";"2011-03-09 13:40:57"
"W2B2001701";"";"";"";"2B2P";"2011-02-22";"2017-10-19";"2011-03-05";"0001-01-01";"D";"S";"ASSOCIATION DES PARENTS D'ELEVES DE L'ECOLE MARINA D'OSARI";"ASSOCIATION DES PARENTS D'ELEVES D...";"défendre les intérêts moraux et matériels des parents d'élèves, de représenter les parents d'élèves et de les informer sur la vie scolaire de leurs enfants en participant aux conseils d'école ; organiser des activités et sorties extra-scolaires ; proposer des animations, voyages ; elle entend aussi favoriser la communication entre les parents d'élèves et travailler en partenariat avec les différents acteurs au sein de l'école Marina d'Osari de Santa Maria Poggio";"015005";"000000";"Mairie de Santa Maria Poggio";"";"";"";"Port de Taverna";"_";"2B311";"20221";"Santa-Maria-Poggio";"";"11 Diridu";"";"";"";"20221";"Valle di Campoloro";"FRANCE";"PF";"http://ecolevanga.blogspot.com";"0";"";"A";"2017-10-19 15:49:05"
"W2B2001702";"02B1000645";"";"";"2B2P";"1970-06-17";"2018-04-11";"1970-07-04";"0001-01-01";"D";"S";"ASSOCIATION SPORTIVE DU COLLEGE SIMON VINCIGUERRA";"ASSOCIATION SPORTIVE DU COLLEGE SIM...";"faire participer les eleves du lycee aux differentes disciplines sportives scolaires.";"011010";"000000";"Collège Simon Vinciguerra";"";"";"";"";"_";"2B033";"20200";"Bastia";"";"Collège Simon Vinciguerra";"";"";"";"20200";"BASTIA";"FRANCE";"PM";"";"0";"reprise auto => date publication création au JO à vérifier";"A";"2018-04-13 08:34:10"
"W2B2001703";"1566";"";"";"2B2P";"1983-05-23";"2011-02-23";"0001-01-01";"2011-02-18";"D";"S";"ASSOCIATION BASTIAISE POUR LA PREVENTION DE LA MORT SUBITE INEXPLIQUEE DU NOURISSON";"ASSOCIATION BASTIAISE POUR LA PREVE...";"etude de tous les problèmes liés à la mort subite du nourisson; participation aux recherches des facteurs de risques de ce syndrome; développement des mesures prophylactiques et thérapeutiques; information et aides aux parents et aux médecins";"017125";"000000";"Centre Hospitalier de Bastia";"";"";"";"Service de Pédiatrie";"_Rte Impériale";"2B033";"20600";"Bastia";"";"Acqua Calda";"";"";"";"20221";"SANTA MARIA POGGIO";"FRANCE";"PM";"";"1";"";"D";"2011-03-09 13:41:51"
"W2B2001704";"";"";"";"2B2P";"2011-02-24";"2011-02-24";"2011-03-05";"0001-01-01";"D";"S";"A-D ASSOCIATION DE DETENUS";"A-D ASSOCIATION DE DETENUS";"entraide aux détenus indigents et leurs familles, la commercialisation de produits courants et l'aide à la réinsertion professionnelle";"020005";"000000";"";"25 bis";"";"RUE";"Cesar Campinchi";"_";"2B033";"20200";"Bastia";"";"";"";"25 bis  rue Cesar Campinchi";"";"20200";"Bastia";"FRANCE";"PM";"";"0";"";"A";"2011-03-09 13:41:18"
"W2B2001705";"";"";"";"2B2P";"2011-02-25";"2011-02-25";"2011-03-05";"0001-01-01";"D";"S";"ASSOCIATION DES PARENTS D'ELEVES DE L'ECOLE A-B DEFENDINI";"ASSOCIATION DES PARENTS D'ELEVES D...";"récolter des fonds pour financer l'achat de matériel pédagogique et informatique pour l'école A-B DEFENDINI; organiser des manifestations (lotos, vente de goûters, fête de fin d'année, Marché de Noël)";"015005";"000000";"";"";"";"CITE1";"Agliani Bt E2 - Appt 80";"_Montesoro";"2B033";"20200";"Bastia";"";"";"";"cité Agliani Bt E2 - Appt 80";"Montesoro";"20200";"Bastia";"FRANCE";"PM";"";"0";"";"A";"2011-03-09 13:41:27"
"W2B2001706";"";"";"";"2B2P";"2011-03-01";"2011-03-01";"2011-03-12";"0001-01-01";"D";"S";"ASSOCIU SAN MICHELE DI U QUERCETU";"ASSOCIU SAN MICHELE DI U QUERCETU";"protection de l'environnement et du cadre de vie : assurer sur l'ensemble du hameau de Quercetu la défense de la qualité de vie, de l'environnement, du patrimoine culturel, architectural, urbain et naturel; dans le cadre de vie, exercer toutes actions pour la protection et l'amélioration du cadre de vie des résidents, faire des propositions pour améliorer les relations dans le sens de l'intérêt général, agir pour la santé publique, agir pour le respect et la protection de l'environnement, de la biodiversité, des sites et des paysages dans le cadre du développement durable";"024050";"000000";"";"";"";"HAME1";"de Quercetu";"_";"2B069";"20237";"Casabianca";"";"";"";"hameau de Quercetu";"";"20237";"Casabianca";"FRANCE";"PM";"";"0";"";"A";"2011-03-15 16:59:16"
"W2B2001707";"";"";"";"2B2P";"2011-02-28";"2021-02-04";"2011-03-12";"0001-01-01";"D";"S";"LE DISKO";"LE DISKO";"permettre à un public insulaire la découverte de différents genres et cultures artistiques modernes";"007040";"000000";"";"7";"";"RUE";"du Bastion";"_";"2B033";"20200";"Bastia";"";"";"";"26 RUE JOSEPH GANDOLFI";"";"20620";"BIGUGLIA";"FRANCE";"PM";"";"0";"";"A";"2021-02-09 12:45:51"
"W2B2001708";"02B1004073";"";"";"2B2P";"1999-08-27";"2018-11-16";"1999-09-11";"0001-01-01";"D";"S";"SYNDICAT DES HOTELIERS - RESTAURATEURS ET RESIDENCES DE TOURISME UMIH 2B";"SYNDICAT DES HOTELIERS - RESTAURATE...";"recenser et grouper les hoteliers, restaurateurs, reseigner et conseiller les representer auprès de l'union des metiers et des industries de l'hotellerie, assurer leur liaison avec tous les groupements professionnels locaux et regionaux,";"034240";"000000";"1er Etage Gauche";"";"";"IMM";"Le Habana";"_";"2B343";"20215";"Venzolasca";"";"1ER ETAGE GAUCHE";"IMMEUBLE LE HABANA";"";"";"20215";"VENZOLASCA";"FRANCE";"PF";"";"0";"";"A";"2019-05-18 20:00:02"
"W2B2001709";"";"";"";"2B2P";"2011-03-02";"2016-09-28";"2011-03-12";"2016-08-20";"D";"S";"I CIGNALI FOOTBALL CLUB";"I CIGNALI FOOTBALL CLUB";"pratique du football";"011075";"000000";"";"";"";"HAME1";"de Mandriale";"_";"2B309";"20200";"Santa-Maria-di-Lota";"";"";"";"hameau de Mandriale";"";"20200";"Santa-Maria-di-Lota";"FRANCE";"PM";"";"0";"";"D";"2016-09-28 14:53:39"
"W2B2001710";"";"";"";"2B2P";"2011-03-07";"2014-08-29";"2011-03-19";"0001-01-01";"D";"S";"ASSOCIU CULTURALE CORSICANTI";"ASSOCIU CULTURALE CORSICANTI";"création, pratique, transmission, promotion, diffusion et production de la langue et culture Corse sous toutes ses formes; création, pratique, transmission, promotion, diffusion et production d'ateliers musicaux; création de supports, d'ateliers et organisation de spectacles";"006100";"000000";"";"9,";"";"RUE";"Favalelli";"_";"2B033";"20200";"Bastia";"";"";"";"9, RUE FAVALELLI";"";"20200";"BASTIA";"FRANCE";"PM";"";"0";"";"A";"2015-02-27 20:00:03"
"W2B2001711";"02B1004358";"";"";"2B2P";"2001-05-31";"2014-01-28";"2001-06-23";"0001-01-01";"D";"S";"ASSOCIU SANTA CRISTINA";"ASSOCIU SANTA CRISTINA";"aimations socio-culturelles et festivites dans la commune de valle di campoloro";"009030";"000000";"";"";"";"RTE";"de la Chapelle";"_Valle Di Campuloru";"2B087";"20221";"Cervione";"";"";"";"ROUTE DE LA CHAPELLE";"VALLE DI CAMPULORU";"20221";"CERVIONE";"FRANCE";"PM";"";"0";"";"A";"2014-02-03 16:33:17"
"W2B2001712";"";"";"";"2B2P";"2011-03-09";"2014-06-20";"2011-03-19";"0001-01-01";"D";"S";"COMITE DE DEVELOPPEMENT DE LA MARINE DE GIOTTANI (C.D.G)";"COMITE DE DEVELOPPEMENT DE LA MARIN...";"faire connaître et appliquer les règles de sécurité relatives à la navigation et le règlement intérieur en vigueur du concessionnaire ; participer avec le concessionnaire à la création, à l'organisation et à la rationalisation des postes de mouillage ; participer à l'entretien, à l'aménagement et au développement  du port et de la marine de Giottani";"023022";"000000";"Marine de Giottani";"";"";"";"";"_";"2B030";"20228";"Barrettali";"";"Marine de Giottani";"";"";"";"20228";"Barrettali";"FRANCE";"PM";"";"0";"";"A";"2014-06-24 12:03:04"
"W2B2001713";"";"";"";"2B2P";"2011-03-11";"2011-03-11";"2011-03-26";"0001-01-01";"D";"S";"CITADELLA A ""L'ASCOLTA""";"CITADELLA A ""L'ASCOLTA""";"organisation d'événements festifs et culturels pour animer le quartier de la citadelle";"009030";"000000";"";"1";"";"RUE";"du Dragon";"_La Citadelle";"2B033";"20200";"Bastia";"";"";"";"1  rue du Dragon";"La Citadelle";"20200";"Bastia";"FRANCE";"PF";"";"0";"";"A";"2011-03-28 09:41:59"
"W2B2001714";"02B1000754";"";"";"2B2P";"1972-12-11";"2020-01-10";"0001-01-01";"0001-01-01";"D";"S";"CAISSE DES REGLEMENTS PECUNIAIRES DES AVOCATS DE BASTIA (CARPA DE BASTIA)";"CARPA DE BASTIA";"favoriser et soutenir par tuos moyens appropries la vie professionnelle des avocats en exercice de participer â la formation professionnelle et intellectuelle des avocats stagiaires";"014025";"000000";"Palais de Justice";"";"";"";"";"_";"2B033";"20200";"Bastia";"";"Palais de Justice";"Rond point de Moro Giafferi";"";"";"20407";"BASTIA cedex";"FRANCE";"PM";"";"0";"";"A";"2020-07-11 20:00:05"
"W2B2001715";"02B1002093";"";"";"2B2P";"1987-06-09";"2011-03-15";"1987-07-01";"0001-01-01";"D";"S";"ASSOCIATION CORSIKAYAK";"ASSOCIATION CORSIKAYAK";"developpement du canoe-kayak sous toutes ses formes, competition, animation, initiation, formation de cadres, scolaires et extra scolaires.";"011025";"000000";"";"";"";"HAME1";"de Barchetta";"_";"2B042";"20290";"Borgo";"";"";"";"hameau de Barchetta";"";"20290";"BORGO";"FRANCE";"PM";"";"0";"reprise auto => date publication création au JO à vérifier";"A";"2011-03-15 16:51:35"
"W2B2001716";"";"";"";"2B2P";"2011-03-15";"2011-03-15";"2011-03-26";"0001-01-01";"D";"S";"COMITE DEPARTEMENTAL HAUTE-CORSE DE LA FFAAA (FEDERATION FRANÇAISE D'AIKIDO, AIKIBUDO ET AFFINITAIRES)";"COMITE DEPARTEMENTAL HAUTE-CORSE DE...";"regrouper les personnes physiques et morales membres de la FFAAA, représenter la FFAAA, promouvoir l'Aïkido, l'Aïkibudo et les disciplines affinitaires dans le cadre des pouvoirs que lui délègue la FFAAA selon les modalités prévues par les Statuts Fédéraux et le Règlement Intérieur Fédéral; assurer la promotion de l'éducation des membres des associations adhérentes, en s'interdisant toute discrimination";"011150";"000000";"Villa A Smeralda";"38";"";"RTE";"de Sainte Lucie";"_";"2B353";"20200";"Ville-di-Pietrabugno";"";"Villa A Smeralda";"";"38  route de Sainte Lucie";"";"20200";"Ville-di-Pietrabugno";"FRANCE";"PM";"";"0";"";"A";"2011-03-29 10:55:23"
"W2B2001717";"02B1003257";"";"";"2B2P";"1994-11-15";"2011-03-16";"1994-12-07";"0001-01-01";"D";"S";"PERSPECTIVES MEDITERRANEENNES";"PERSPECTIVES MEDITERRANEENNES";"promouvoir le dialogue en Méditerranée et le développement des échanges interculturels euroméditerranéens; création et gestion d'un lieu de rencontres en Corse";"006105";"000000";"";"6";"";"HAME1";"de Guaïtella";"_";"2B353";"20200";"Ville-di-Pietrabugno";"";"";"";"6 HAMEAU DE GUAÏTELLA";"";"20200";"VILLE DI PIETRABUGNO";"FRANCE";"PM";"";"0";"Reprise auto =>  date publication création au JO à vérifier";"A";"2011-03-29 10:55:20"
"W2B2001718";"02B1002813";"";"";"2B2P";"1992-02-12";"2011-03-21";"1992-02-26";"0001-01-01";"D";"S";"UNION DEPARTEMENTALE DES MAITRES D'OUVRAGE FORESTIERS PRIVES";"UNION DEPARTEMENTALE DES MAITRES D...";"encourager la constitution d'associations syndicales forestieres et entreprendre toutes actions pour developper et aider au bon fonctionnement des maitres d'ouvrage forestiers prives.";"030050";"000000";"";"1";"";"RUE";"Notre Dame de Lourdes";"_";"2B033";"20200";"Bastia";"";"1 RUE NOTRE DAME DE LOURDES";"";"";"";"20200";"BASTIA";"FRANCE";"PM";"";"0";"Reprise auto =>  date publication création au JO à vérifier";"A";"2011-09-20 20:00:02"
"W2B2001719";"02B1004294";"";"";"2B2P";"2001-01-03";"2018-10-22";"0001-01-01";"0001-01-01";"D";"S";"GROUPEMENT D'EXERCICE PROFESSIONNEL INFIRMIER DE LA COSTA VERDE - GEPI";"GROUPEMENT D'EXERCICE PROFESSIONNE...";"étudier, proposer, mettre en place, soit seul, soit en collaboration avec d'autres partenaires, toutes structures d'alternative à l'hospitalisation et de distribution des soins infirmiers sous forme de réseau ; toutes actions, tous services d'éducation ou de prévention sanitaire, sociale et formation ; toutes actions permettant de coordonner ou d'améliorer l'exercice libéral infirmier ; mettre en place un centre local d'information et de coordination soit seul, soit en collaboration avec d'autres partenaires, et d'en assurer sa gestion";"017020";"000000";"Moriani Plage";"";"";"";"Maison de Santé Pluridisciplinaire";"_";"2B313";"20230";"San-Nicolao";"";"GEPI DE LA COSTA VERDE";"";"MORIANI PLAGE";"";"20230";"SAN NICOLAO";"FRANCE";"PM";"";"0";"";"A";"2019-04-23 20:00:03"
"W2B2001720";"02B1001735";"";"";"2B2P";"1984-06-18";"2011-03-17";"1984-07-11";"0001-01-01";"D";"S";"ASSOCIATION SPORTIVE BAR PIGALLE DU VIEUX PORT";"ASSOCIATION SPORTIVE BAR PIGALLE DU...";"pratique du football amateur dans la categorie loisirs, sous l'autorite de la f.f.f.";"011075";"000000";"";"Bt A";"";"RES";"Sainte Catherine";"_";"2B033";"20600";"Bastia";"";"BT A RÉSIDENCE SAINTE CATHERINE";"";"";"";"20600";"BASTIA";"FRANCE";"PM";"";"0";"Reprise auto =>  date publication création au JO à vérifier";"A";"2011-09-16 20:00:02"
"W2B2001721";"02B1003997";"50879990500023";"";"2B2P";"1999-01-28";"2021-12-31";"0001-01-01";"0001-01-01";"D";"S";"KARATE BIGUGLIA";"KARATE BIGUGLIA";"pratique du karate do â titre sportif, participation aux competitions entraînement";"011150";"000000";"Le Touraine - bâtiment B";"";"";"AV";"de la Libération";"_";"2B033";"20600";"Bastia";"";"";"RÉSIDENCE PALAZZU SULANU";"ROUTE DE L'AÉROPORT";"";"20290";"LUCCIANA";"FRANCE";"PM";"";"0";"";"A";"2022-01-04 12:45:46"
"W2B2001722";"02B1001635";"";"";"2B2P";"1983-10-14";"2017-02-01";"1983-10-27";"0001-01-01";"D";"S";"ASSOCIATION AINES RURAUX ' U STELLO ' DE BRANDO ET INTERCOMMUNALITES";"ASSOCIATION AINES RURAUX ' U STELL...";"briser l'isolement des personnes du troisieme age.";"021015";"000000";"Mairie";"";"";"";"";"_B.P. 9";"2B043";"20222";"Brando";"";"Mairie";"";"";"B.P. 9";"20222";"BRANDO";"FRANCE";"PF";"";"0";"reprise auto => date publication création au JO à vérifier";"A";"2017-02-01 13:55:56"
"W2B2001723";"";"";"";"2B2P";"2011-03-29";"2011-03-29";"2011-04-09";"0001-01-01";"D";"S";"ASSOCIATION DES RIVERAINS DES HAUTS DES COLLINES";"ASSOCIATION DES RIVERAINS DES HAUTS...";"création, gestion et entretien de l'ouvrage de protection collective réalisé dans le cadre du plan de prévention des risques incendie des forêts (PPRIF) de Furiani ; création de tous biens, éléments d'équipement et services communs nouveaux; conclusion de tous accords ou conventions en rapport avec les missions ci-dessus et, d'une manière générale, toutes opérations financières, mobilières et immobilières s'y rapportant, en ce compris la conclusion d'emprunts";"024035";"000000";"";"8";"";"ALL";"des Lilas";"_Les Collines";"2B120";"20600";"Furiani";"";"";"";"8  allée des Lilas";"Les Collines";"20600";"Furiani";"FRANCE";"PM";"";"0";"";"A";"2011-04-13 17:05:05"
"W2B2001724";"";"";"";"2B2P";"2011-03-29";"2011-03-29";"2011-04-09";"0001-01-01";"D";"S";"KALLISTE PRODUCTION";"KALLISTE PRODUCTION";"aide au développement, à la promotion, à la diffusion de groupes musicaux et chanteurs, à la production d'enregistrement phonographiques, à la production, l'organisation, la promotion de spectacles ainsi que le booking et le management d'artistes, cette association agit comme label en France et à l'étranger";"006100";"000000";"Résidence le Desk";"";"";"RUE";"Paratojo";"_";"2B033";"20200";"Bastia";"";"Résidence le Desk";"";"rue Paratojo";"";"20200";"Bastia";"FRANCE";"PM";"";"0";"";"A";"2011-04-11 22:43:12"
"W2B2001725";"";"";"";"2B2P";"2011-04-05";"2011-04-05";"2011-04-16";"0001-01-01";"D";"S";"HYPATIA";"HYPATIA";"pratique, promotion, rayonnement et développement de la philosophie sous toutes ses formes";"002015";"000000";"";"19";"";"RUE";"César Campinchi";"_";"2B033";"20200";"Bastia";"";"";"";"19  rue Cesar Campinchi";"";"20200";"Bastia";"FRANCE";"PF";"";"0";"";"A";"2011-04-27 15:47:08"
"W2B2001726";"";"";"";"2B2P";"2011-04-08";"2011-11-04";"2011-04-16";"0001-01-01";"D";"S";"ASSOCIATION DES PROPRIETAIRES DU LIEU DIT PONTICCHIO SOPRANO";"ASSOCIATION DESPROPRIETAIRES DU LIE...";"gérer la mise en commun du compteur électrique";"032520";"000000";"";"";"";"";"";"_Ponticchio Soprano";"2B242";"20230";"Poggio-Mezzana";"";"";"";"LOT 129 MARANINCA";"";"20290";"LUCCIANA";"FRANCE";"PM";"";"0";"";"A";"2011-11-14 18:08:43"
"W2B2001727";"";"";"";"2B2P";"2011-04-11";"2019-04-18";"2011-04-23";"0001-01-01";"D";"S";"A CHIAPATELLA";"A CHIAPATELLA";"promouvoir les règles communes de gestion de la faune sauvage, permettre la mise en oeuvre de règles et projets d'aménagement des territoires de chasse contrôlés par ses membres; afin d'assurer la subsistance du gibier (agrainage pour sédentariser le gibier sur le territoire communal), réduire les dégâts aux cultures; également entretenir les sentiers de randonnées (débrousaillage), remise en état des fontaines et points d'eau et la protection des sites en cas d'incendie";"013005";"000000";"Maison Leporati";"";"";"";"Folelli";"_Pellicci";"2B207";"20213";"Penta-di-Casinca";"";"Maison Leporati";"";"lieu-dit Pellicci";"Folelli";"20213";"Penta-di-Casinca";"FRANCE";"PM";"";"0";"";"A";"2019-04-25 13:39:57"
"W2B2001728";"";"";"";"2B2P";"2011-04-15";"2011-04-15";"2011-05-07";"0001-01-01";"D";"S";"CLUB DE LA CASINCA - JUDO VESCOVATO - CCJV";"CLUB DE LA CASINCA - JUDO VESCOVATO...";"pratique du judo, jujitsu, kendo et disciplines associées, disciplines sportives régies par la fédération française de judo, jujitsu, kendo et disciplines associées (F.F.J.D.A) et d'une façon complémentaire éventuellement, la pratique d'autres activités physiques, sportives et de pleine nature";"011140";"000000";"Erilia Bt A3";"";"";"";"Arena";"_";"2B346";"20215";"Vescovato";"";"Erilia Bt A3";"";"Arena";"";"20215";"Vescovato";"FRANCE";"PM";"";"0";"";"A";"2011-05-07 11:39:31"
"W2B2001729";"";"";"";"2B2P";"2011-04-20";"2011-04-20";"2011-05-07";"0001-01-01";"D";"S";"ASSOCIU SPURTIVU E CULTURALE DI U VISCUVATU";"ASSOCIU SPURTIVU E CULTURALE DI U V...";"pratique d'activités sportives omnisports, d'activités culturelles, ainsi que l'organisation de manifestations sportives et culturelles";"006000";"011000";"";"";"";"RUE";"Paradicio";"_";"2B346";"20215";"Vescovato";"";"";"";"rue Paradicio";"";"20215";"Vescovato";"FRANCE";"PM";"";"0";"";"A";"2011-05-07 11:40:36"
"W2B2001730";"02B1001094";"";"";"2B2P";"1978-06-06";"2019-06-25";"1978-06-06";"0001-01-01";"D";"S";"A VOCE DI U MISINCU";"A VOCE DI U MISINCU";"defendre les interets materiels et moraux de ses adherents, maintenir et creer des liens entre proprietaires, exploitants et habita-nts de la commune pour la sauvegarde de leurs interets respectifs";"023040";"000000";"";"";"";"";"";"_";"2B046";"20228";"Cagnano";"";"Adamu";"";"";"";"20228";"CAGNANO";"FRANCE";"PF";"";"0";"reprise auto => date publication création au JO à vérifier";"A";"2019-07-05 13:50:06"
"W2B2001731";"02B1002723";"";"";"2B2P";"1991-07-03";"2011-04-22";"1991-07-03";"0001-01-01";"D";"S";"FEMU QUI INSEME";"FEMU QUI INSEME";"rassembler toutes personnes physiques ou morales soucieuses d'oeu-vrer pour le developpement economique de la corse au service des interets collectifs du peuple corse.";"022525";"000000";"Maison du parc technologique";"";"";"";"";"_";"2B033";"20600";"Bastia";"";"Maison du parc technologique";"";"";"";"20600";"BASTIA";"FRANCE";"PM";"";"0";"reprise auto => date publication création au JO à vérifier";"A";"2011-04-27 15:40:46"
"W2B2001732";"02B1004098";"";"";"2B2P";"1999-10-08";"2011-04-22";"1999-10-30";"0001-01-01";"D";"S";"ASSOCIATION RESTAURANT SCOLAIRE";"ASSOCIATION RESTAURANT SCOLAIRE";"gestion de la cantine de santo pietro di tenda et fourniture de repas aux personnes exterieurse â l'ecole";"022510";"000000";"Ecole de Santo Pietro di Tenda";"";"";"";"";"_";"2B314";"20246";"Santo-Pietro-di-Tenda";"";"Ecole de Santo Pietro di Tenda";"";"";"";"20246";"SANTO PIETRO DI TENDA";"FRANCE";"PF";"";"0";"";"A";"2011-04-27 16:29:20"
